4. Pozisyon;4. Kuvvet
244,257944;45,058472
244,507425;58,662598
244,757021;77,658325
245,006311;94,001465
245,25667;114,316162
245,507105;131,029785
245,757044;151,04895
246,006906;167,49231
246,256769;187,022217
246,507318;202,838623
246,757372;221,95752
247,006471;237,069092
247,257021;255,672485
247,507189;270,313477
247,757128;288,54126
248,007219;302,773437
248,2567;320,695068
248,507364;334,658569
248,757532;352,358887
249,00667;366,036377
249,257448;383,486328
249,507044;397,035278
249,757326;414,338745
250,007417;427,50415
250,256822;444,507324
250,507562;457,680054
250,757463;474,576172
251,00683;487,561768
251,257379;504,411011
251,507013;517,157349
251,757181;533,88916
252,007463;546,530029
252,256868;563,121338
252,507532;575,629883
252,757318;592,188599
253,006723;604,656616
253,257387;621,057129
253,507326;633,444458
253,757112;649,878906
254,007547;662,192505
254,25699;678,359985
254,507463;690,679443
254,757402;706,931396
255,006807;719,049927
255,257395;735,057617
255,507257;747,286377
255,757273;763,268311
256,007631;775,393555
256,256883;791,341064
256,507433;803,436523
256,757486;819,349731
257,006853;831,404297
257,257326;847,233398
257,507189;859,23291
257,75728;875,164185
258,007601;887,022461
258,256853;902,898071
258,507364;914,703979
258,757532;930,603638
259,006784;942,289917
259,257372;958,166626
259,507234;969,790161
259,757402;985,563843
260,007379;997,39856
260,256746;1013,030029
260,507334;1024,908203
260,757311;1040,422485
261,006944;1052,170166
261,257494;1067,752808
261,507318;1079,557983
261,757295;1095,120728
262,007463;1106,912476
262,256906;1122,577515
262,507379;1134,186646
262,757433;1149,883179
263,006761;1161,492554
263,257387;1177,129028
263,50725;1188,759888
263,75715;1204,522339
264,007623;1216,029175
264,257028;1231,698608
264,507349;1243,386841
264,757631;1259,071655
265,006845;1270,544312
265,257471;1286,292358
265,507105;1297,889771
265,757387;1313,465942
266,007593;1325,187134
266,257189;1340,756226
266,507509;1352,456421
266,757601;1367,988892
267,006815;1379,701294
267,25725;1395,331909
267,507227;1406,932007
267,757356;1422,572388
268,007372;1434,136108
268,2567;1449,746704
268,50744;1461,275757
268,757684;1477,038696
269,006861;1488,459351
269,257334;1504,045532
269,507273;1515,690552
269,757364;1531,254272
270,007456;1542,91394
270,256861;1558,431519
270,507486;1570,077026
270,75773;1585,602173
271,006983;1597,332397
271,257227;1612,8302
271,507166;1624,602661
271,757219;1640,258667
272,007616;1651,894409
272,256792;1667,616577
272,507494;1679,2677
272,757662;1694,911499
273,006799;1706,729858
273,257387;1722,459351
273,507173;1734,20813
273,757303;1749,980347
274,007623;1761,80896
274,256799;1777,632202
274,507501;1789,421021
274,75744;1805,461548
275,006769;1817,116089
275,257509;1833,098511
275,507067;1844,87146
275,757349;1860,798218
276,007631;1872,818726
276,256922;1888,619263
276,507738;1900,654175
276,757372;1916,541382
277,006967;1928,619751
277,257479;1944,485962
277,507074;1956,638306
277,757547;1972,643677
278,007524;1984,637085
278,256777;2000,696655
278,507555;2012,713501
278,757532;2028,859741
279,006899;2040,898804
279,257486;2056,988281
279,507082;2069,102539
279,757517;2085,29248
280,007646;2097,562988
280,256593;2113,664062
280,507639;2125,980957
280,757616;2142,192383
281,006868;2154,535156
281,257608;2170,884277
281,506861;2183,211426
281,757143;2199,629883
282,007425;2212,152344
282,256639;2228,393555
282,507265;2241,056641
282,757509;2257,61377
283,006571;2270,249023
283,257616;2286,622559
283,507059;2299,391113
283,757379;2316,081543
284,007814;2328,799805
284,256571;2345,611816
284,50754;2358,452637
284,757364;2375,133789
285,006426;2388,111328
285,257547;2405,050293
285,506914;2418,149414
285,757463;2435,056641
286,007707;2448,061035
286,256769;2465,207031
286,507662;2478,276367
286,757562;2495,660156
287,006624;2508,848633
287,257479;2525,993652
287,506883;2539,394531
287,757395;2556,601562
288,007601;2570,078613
288,256319;2587,509277
288,507593;2600,885254
288,757417;2618,457031
289,006746;2632,058105
289,257448;2649,54541
289,506967;2663,168457
289,757479;2681,018555
290,006998;2694,625977
290,256441;2712,594238
290,507791;2726,294434
290,757044;2744,27002
291,007059;2758,307129
291,257227;2776,423828
291,506822;2790,497559
291,757715;2808,54834
292,007158;2822,947754
292,25641;2841,117187
292,507646;2855,615723
292,757204;2874,175293
293,00699;2888,668457
293,257234;2907,394043
293,506983;2921,967285
293,757684;2940,764648
294,007547;2955,61084
294,256609;2974,557129
294,507578;2989,666504
294,757402;3008,851074
295,006883;3023,855957
295,257242;3043,122559
295,506952;3058,595703
295,757654;3077,949707
296,007631;3093,593262
296,256655;3113,106934
296,507547;3128,864258
296,757181;3148,724121
297,006777;3164,496094
297,257364;3184,333496
297,506578;3200,461914
297,757662;3220,428223
298,007334;3236,770508
298,256624;3257,060059
298,50744;3273,340332
298,756845;3293,84082
299,006822;3310,248535
299,25699;3330,954102
299,506586;3347,804199
299,757555;3368,688965
300,007036;3385,443848
300,256441;3406,710449
300,507639;3423,666016
300,757044;3445,233398
301,006906;3462,583984
301,257265;3484,055176
301,506708;3501,868652
301,75741;3523,556641
302,007273;3541,65918
302,256334;3563,640625
302,507456;3581,986816
302,757242;3604,291992
303,00699;3622,917969
303,25712;3645,620605
303,506563;3664,383301
303,757608;3687,41748
304,00728;3706,543457
304,25638;3729,861328
304,507616;3749,258789
304,757173;3772,975586
305,006769;3792,70459
305,256975;3816,87793
305,506761;3836,771484
305,757501;3861,098633
306,007135;3881,727051
306,256006;3906,224609
306,507242;3927,152832
306,756876;3952,310059
307,006624;3973,406738
307,256906;3998,673828
307,506235;4020,36084
307,757128;4046,003418
308,007143;4068,144531
308,256052;4094,183594
308,507326;4116,676758
308,756998;4143,375
309,006555;4166,085937
309,256723;4193,455078
309,506586;4216,638184
309,757364;4244,004395
310,006807;4267,944824
310,255983;4295,854004
310,507486;4320,07666
310,75712;4348,86084
311,006487;4373,915039
311,256883;4402,96582
311,506555;4428,655273
311,757067;4458,27002
312,007082;4484,854004
312,255686;4515,246094
312,50715;4541,936035
312,756937;4573,075684
313,006113;4600,719727
313,256586;4632,455566
313,506296;4660,935547
313,757189;4693,465332
314,007051;4722,841309
314,255579;4756,562012
314,507158;4786,59375
314,756868;4820,96582
315,005968;4851,761719
315,256403;4887,206055
315,506075;4919,02832
315,756967;4955,479492
316,006639;4988,321289
316,255167;5025,898926
316,506937;5059,946289
316,756647;5098,475098
317,005861;5133,760742
317,255876;5173,31543
317,505625;5209,92041
317,757128;5250,793945
318,006876;5288,943848
318,254907;5331,289062
318,506754;5370,644531
318,75696;5414,602051
319,005564;5455,94043
319,25577;5501,380859
319,505823;5544,212891
319,757059;5591,436523
320,006006;5635,819824
320,25419;5685,346191
320,506151;5731,505859
320,756433;5783,373535
321,005266;5831,832031
321,252802;5885,831055
321,476457;5936,397949
321,677454;5987,70752
321,85705;6031,210937
322,021311;6074,248535
322,158907;6109,776855
322,286165;6143,467285
322,387979;6169,817871
322,465418;6193,82666
322,533205;6208,231934
322,576807;6222,145996
322,597711;6225,980957
322,60763;6227,273437
322,668283;6221,355469
322,794931;6228,822754
322,90922;6248,952148
322,929094;6273,858398
322,950342;6280,922852
322,967623;6285,711914
322,979868;6282,900391
322,987383;6281,447266
322,992342;6274,234863
322,995241;6269,831055
322,99711;6260,794434
322,998064;6255,466797
322,99875;6246,227539
322,999056;6240,991211
322,999361;6231,996094
322,999666;6227,307129
322,999742;6219,010742
322,999819;6214,929687
322,999895;6207,204102
322,999895;6203,682129
322,999895;6196,551758
322,999895;6193,493652
322,999895;6186,795898
322,999971;6184,177246
323,000009;6177,749512
322,999895;6175,503418
322,999857;6169,564453
322,999971;6167,640137
322,999819;6161,943848
322,999933;6160,241211
322,999933;6154,727539
323,000009;6153,291992
322,999819;6148,044922
322,996958;6146,787109
322,980097;6141,46582
322,925737;6137,133301
322,841547;6118,830078
322,743433;6093,608398
322,63109;6056,152344
322,497385;6016,044922
322,343729;5965,702637
322,171686;5913,027832
321,977098;5851,633301
321,765764;5788,497559
321,532991;5717,845703
321,279733;5646,79248
321,006944;5569,108398
320,713785;5491,931641
320,401819;5409,283203
320,066507;5327,785645
319,714144;5240,634766
319,341677;5156,92627
318,948229;5068,261719
318,535364;4983,019043
318,102052;4893,444824
317,649477;4806,966309
317,194879;4718,065918
316,74711;4634,690918
316,297548;4550,619141
315,846575;4472,839355
315,396631;4394,724609
314,946726;4323,611328
314,496897;4251,962891
314,046457;4185,705078
313,596819;4119,202637
313,146646;4057,828125
312,696131;3995,910645
312,247103;3938,742676
311,796205;3880,689453
311,346109;3827,213867
310,8967;3772,145508
310,446413;3722,348633
309,99605;3670,726562
309,546678;3623,290527
309,095857;3574,189941
308,645914;3529,155762
308,196962;3482,035156
307,74576;3439,652832
307,296198;3394,552246
306,846216;3353,680664
306,396044;3310,694336
305,946138;3271,54834
305,4965;3230,197754
305,045488;3192,563965
304,596002;3152,405762
304,146173;3116,560547
303,695581;3078,069824
303,246439;3043,272949
302,795885;3005,976562
302,345865;2972,086426
301,896112;2936,007812
301,445711;2903,761719
300,995577;2868,418945
300,546167;2837,181641
300,095804;2802,846191
299,64567;2772,55127
299,196298;2739,095215
298,745363;2709,616699
298,295915;2677,029297
297,845896;2648,013672
297,395456;2616,29248
296,94578;2588,043457
296,496103;2556,789551
296,045511;2529,42334
295,595949;2498,744629
295,145929;2471,938965
294,695032;2442,088867
294,246156;2415,577148
293,795564;2386,259277
293,345468;2360,266113
292,896059;2331,232422
292,445772;2306,028809
291,995485;2277,524414
291,546076;2252,766113
291,095484;2224,730957
290,645464;2200,403809
290,196474;2172,808594
289,74531;2148,904785
289,295595;2121,681641
288,845804;2098,166992
288,395593;2071,26416
287,945612;2047,892944
287,495783;2021,523315
287,045267;1998,410522
286,595667;1972,117065
286,145876;1949,474243
285,695398;1923,689087
285,245836;1901,114624
284,795397;1875,335327
284,345491;1853,004028
283,895891;1827,862183
283,445566;1805,745239
282,995508;1780,50769
282,54587;1758,910522
282,095773;1733,919312
281,645448;1712,529663
281,195772;1687,796265
280,745485;1666,649048
280,295847;1642,154663
279,845674;1621,070679
279,395464;1596,922729
278,945368;1576,036987
278,495653;1552,085083
278,045328;1531,36145
277,595499;1507,384644
277,145822;1486,997192
276,695345;1463,344116
276,245783;1442,876099
275,795648;1419,369507
275,345667;1399,03479
274,895876;1375,450073
274,445398;1355,450073
273,99534;1332,006958
273,545702;1312,121216
273,095567;1288,798218
272,645395;1268,889771
272,195986;1245,921997
271,745355;1226,314575
271,295526;1203,316772
270,845506;1183,796753
270,395601;1160,924683
269,945581;1141,40686
269,495676;1118,847534
269,04558;1099,410522
268,59556;1076,716187
268,145998;1057,630127
267,695406;1035,244873
267,245577;1015,988892
266,795481;993,445557
266,345537;974,306763
265,895517;952,012695
265,44565;932,952759
264,995363;910,733398
264,545267;891,869263
264,095743;869,778198
263,645456;850,796265
263,195818;828,61145
262,745302;809,807373
262,29574;787,86853
261,845529;769,286743
261,395738;747,292358
260,945184;728,612427
260,495432;706,957642
260,045679;688,392334
259,595773;666,562866
259,145487;648,181396
258,695505;626,456909
258,245867;607,959717
257,795542;586,426758
257,34556;568,021851
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
